d	ENGLISH_M	ENGLISH_F
LOC_ID_TUTORIAL_HINTS_DASH_RECOVERY_1	You can break out of attacks early by Dashing.	
LOC_ID_TUTORIAL_HINTS_ENEMY_LEVELING_1	Enemies get stronger the further into the Kingdom you venture.  But the loot gets better too!	
LOC_ID_TUTORIAL_HINTS_DODGE_PRACTICE_1	All enemy attacks can be fully avoided.  If you're having trouble, practice dodging without fighting.	
LOC_ID_TUTORIAL_HINTS_LOOK_FOR_CHESTS_1	The best way to collect gold is to seek out treasure chests.	
LOC_ID_TUTORIAL_HINTS_FINDING_RUNE_ORE_1	Red Aether can be found in Fairy Chests.  The deeper into the Kingdom you go, the more Red Aether you'll be rewarded!	
LOC_ID_TUTORIAL_HINTS_TELEPORTER_INVINCIBILITY_1	You are invincible for a short while after using a Diving Bell Teleporter.	
LOC_ID_TUTORIAL_HINTS_FINDING_EQUIPMENT_ORE_1	You can find Ore in Gold Chests.  The deeper into the Kingdom you go, the more Ore you'll be rewarded!	
LOC_ID_TUTORIAL_HINTS_BOSS_WEAKNESSES_1	Bosses are very difficult.  Find hidden Insights in the World to give you an edge when fighting them.	
LOC_ID_TUTORIAL_HINTS_HEIRLOOM_EXPLANATIONS_1	Heirlooms are powerful artifacts that give you permanent abilities.	
LOC_ID_TUTORIAL_HINTS_EXPLORE_1	It pays to explore.  There are secrets everywhere!	
LOC_ID_TUTORIAL_HINTS_RESOLVE_LIGHT_1	The heavier you weigh, the less Resolve you'll have. Stay light to pick up more Relics!	
LOC_ID_TUTORIAL_HINTS_ARCHITECT_BOSSES_1	The Architect can stop the Kingdom from changing.  It's great for practicing against Estuaries!	
LOC_ID_TUTORIAL_HINTS_HIGH_GOLD_MULTIPLIERS_1	Traits with high gold multipliers are always worth choosing!	
LOC_ID_TUTORIAL_HINTS_HOUSE_RULES_1	Don't like contact damage? Turn it off with House Rules and play the way you want!	
LOC_ID_TUTORIAL_HINTS_RESOLVE_ECONOMY_1	Spend Resolve to equip Relics that you find on your adventure. As long as you don't dip below 100%, you're good to go!	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_TUTORIAL_HINTS_SWORD_DASH_ATTACK_1	Dash attacks with the Sword will always Skill Crit.	
LOC_ID_TUTORIAL_HINTS_SWORD_BACK_STEP_1	The Sword is one of the few weapons that can be swung while moving.</LB> Start your attack, then step back to move backwards while swinging.	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_TUTORIAL_HINTS_SHIELD_BLOCK_REMINDER_1	Don't forget to Block.  The cooldown is short, and blocking can reduce a lot of damage!	
LOC_ID_TUTORIAL_HINTS_SHIELD_HOLD_BLOCK_1	You can hold your Block for as long as you want.  It never hurts to be extra safe.	
LOC_ID_TUTORIAL_HINTS_SHIELD_PERFECT_BLOCK_1	If you Block at the last second, you will perform a Perfect Block and reduce all incoming damage!	
LOC_ID_TUTORIAL_HINTS_SHIELD_DASH_BLOCK_1	You can Dash while Blocking.  It's more useful than you think!	
LOC_ID_TUTORIAL_HINTS_SHIELD_BLOCK_VULNERABLE_1	The explosion from a Shield Block applies the 'Vulnerable' status effect to your foe.  Make sure to strike back!	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_TUTORIAL_HINTS_CHAKRAM_BOUNCE_1	You can Spin Kick off your own Pizzas.	
LOC_ID_TUTORIAL_HINTS_CHAKRAM_MULTIPLE_WEAPONS_1	Did you know you can dodge your own Pizzas?  Get multiple Pizzas in the air for a pizza party!	
\\		
\\		
\\		
\\		
\\		
LOC_ID_TUTORIAL_HINTS_BOW_PERFECT_SHOT_1	Release your arrow right when you blink to perform a Skill Crit!	
LOC_ID_TUTORIAL_HINTS_BOW_AIR_TIME_1	If you shoot the Bow fast enough, you can keep yourself afloat.	
LOC_ID_TUTORIAL_HINTS_BOW_ARC_1	Your arrows arc.  Hit pesky enemies hiding behind walls by shooting high up into the air.	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_TUTORIAL_HINTS_CREATE_PLATFORM_STATUS_EFFECT_1	If you're on an Ivy Platform, all of your attacks apply Spore Burst.	
LOC_ID_TUTORIAL_HINTS_CREATE_PLATFORM_BLOCKS_PROJECTILES_1	The Ivy Platform blocks most incoming projectiles.  Place it above enemies to really make the most of it!	
LOC_ID_TUTORIAL_HINTS_CREATE_PLATFORM_SIDE_WALLS_1	The Ivy Platform has tiny leaves on the side.  These block projectiles.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_STATUS_EFFECT_NO_AMMO_KICK_1	No Charge!	
LOC_ID_STATUS_EFFECT_AMMO_GAIN_1	Energized!	
LOC_ID_STATUS_EFFECT_NO_MANA_1	No Mana!	
LOC_ID_STATUS_EFFECT_NO_COOLDOWN_1	Cooldown!	
LOC_ID_STATUS_EFFECT_HEALTH_RESTORE_1	{0} HP	
LOC_ID_STATUS_EFFECT_MANA_RESTORE_1	{0} Mana	
LOC_ID_STATUS_EFFECT_MAX_MANA_1	Max Mana!	
LOC_ID_STATUS_EFFECT_GOLD_GAIN_1	{0} Gold	
LOC_ID_STATUS_EFFECT_EQUIPMENT_ORE_GAIN_1	{0} Ore	
LOC_ID_STATUS_EFFECT_RUNE_ORE_GAIN_1	{0} Aether	
LOC_ID_STATUS_EFFECT_BLOCKED_1	BLOCKED!	
LOC_ID_STATUS_EFFECT_COOLDOWN_CHARGED_1	Ability Ready!	
LOC_ID_STATUS_EFFECT_FREE_ENEMY_KILL_READY_1	Die Ready!	
LOC_ID_STATUS_EFFECT_FREE_ENEMY_KILL_ACTIVE_1	DOOM!	
LOC_ID_STATUS_EFFECT_COOK_TALENT_CHARGE_1	+{0} Soup!	
LOC_ID_STATUS_EFFECT_COOK_TALENT_CHARGE_MAX_1	Maximum Soup!	
LOC_ID_STATUS_EFFECT_RELOAD_1	Reloaded!	
LOC_ID_STATUS_EFFECT_RELOAD_2	Locked and Loaded!	
LOC_ID_STATUS_EFFECT_MASTERY_UP_1	Mastery Rank Up!	
LOC_ID_STATUS_EFFECT_FREE_HIT_REGENERATE_1	BLOCKED!	
LOC_ID_STATUS_EFFECT_WHITE_KEY_REQUIRED_1	Pearl Key Required	
LOC_ID_STATUS_EFFECT_BLACK_KEY_REQUIRED_1	Onyx Key Required	
LOC_ID_STATUS_EFFECT_ANY_KEY_REQUIRED_1	Dragon Key Required	
LOC_ID_STATUS_EFFECT_CAVE_MAP_UPDATED_1	Map Updated	
LOC_ID_STATUS_EFFECT_DRAGON_LOCK_UNLOCKED_1	Portal Permanently Opened	
LOC_ID_STATUS_EFFECT_ARMOR_RESTORED_1	+{0} Armor	
LOC_ID_STATUS_EFFECT_ABILITY_DISABLED_1	Disarmed!	
LOC_ID_STATUS_EFFECT_MAX_MANA_UP_1	+{0} Max Mana	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_BIG_TEXT_UI_INSIGHT_DISCOVERY_TITLE_1	Insight Discovered	
LOC_ID_BIG_TEXT_UI_INSIGHT_RESOLVED_TITLE_1	Insight Resolved	
LOC_ID_BIG_TEXT_UI_INSIGHT_DISCLAIMER_1	Visit the Quest tab in the Pause ([Pause]) menu for additional information.	
LOC_ID_BIG_TEXT_UI_BOSS_DEFEATED_TITLE_1	Estuary Defeated	
LOC_ID_BIG_TEXT_UI_STYGIAN_BOSS_DEFEATED_TITLE_1	Void Beast Defeated	
LOC_ID_BIG_TEXT_UI_STONE_PRIME_BOSS_DEFEATED_TITLE_1	Estuaries Defeated	
LOC_ID_BIG_TEXT_UI_HEIRLOOM_GAINED_TITLE_1	Heirloom Obtained	
LOC_ID_BIG_TEXT_UI_PORTAL_UNLOCKED_TITLE_1	Portal Unlocked	
LOC_ID_BIG_TEXT_UI_PORTAL_UNLOCKED_TEXT_1	This portal is now permanently available for future runs.	
LOC_ID_BIG_TEXT_UI_SCAR_DISCOVERED_TITLE_1	Scar Discovered	
LOC_ID_BIG_TEXT_UI_VISIT_PAUSE_TEXT_1	Visit Stats in the Pause ([Pause]) menu for additional information.	
LOC_ID_BIG_TEXT_UI_TRAITOR_BOSS_DEFEATED_TITLE_1	Traitor Defeated	
LOC_ID_BIG_TEXT_UI_FINAL_BOSS_DEFEATED_TITLE_1	Immortal King Defeated	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_INSIGHT_TEXT_EDEN_DOOR_TITLE_1	TEDDY THIS IS DONE ELSEWHERE ALREADY LOOOK UP GOLDEN DOOR	
LOC_ID_INSIGHT_TEXT_EDEN_DOOR_SUBTITLE_1		
LOC_ID_INSIGHT_TEXT_EDEN_DOOR_DISCOVERED_1		
LOC_ID_INSIGHT_TEXT_EDEN_DOOR_RESOLVED_1		
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_BONUS_TITLE_1	Hidden Secrets, Hidden Chambers	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_BONUS_SUBTITLE_1	Discover Lamech's Hidden Sanctum	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_BONUS_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>"... I've hidden my abode in the Tower of Lights.  Against the far wall, between the fifth and sixth lantern lies a secret door."</color>	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +15% Damage vs. Estuary Lamech.	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DASH_TITLE_1	New Roads Travelled	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DASH_SUBTITLE_1	Complete Ananke's Challenge	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DASH_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>Prove your worth to Ananke and gain her Power of Momentum.</color>	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DASH_RESOLVED_1	(In Air) Press [DashRight] to Air Dash.	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_MEMORY_TITLE_1	Inner Demons	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_MEMORY_SUBTITLE_1	Complete Aesop's Challenge	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_MEMORY_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>Prove your worth to Aesop and gain his Power of Empathy.</color>	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_MEMORY_RESOLVED_1	Press [Interact] to read Memories.	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_ENTRANCE_TITLE_1	Lighting the Way	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_ENTRANCE_SUBTITLE_1	Open the Doors to Agartha's Throne Room	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_ENTRANCE_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>"... Both lamps must be quickly lit with a strike of the foot to open the doors..."</color>	
LOC_ID_INSIGHT_TEXT_SPELLSWORD_BOSS_ENTRANCE_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Lamech's Throne.	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_SPINKICK_TITLE_1	Shrouded Ambitions	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_SPINKICK_SUBTITLE_1	Find the Heirloom by the Gates	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_SPINKICK_DISCOVERED_1	<b>Location:</b> Axis Mundi</LB> <color=blue>... The entrance is directly above the Agartha Gatehouse...</color>	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_SPINKICK_RESOLVED_1	<color=yellow>Location Discovered:</color> Echo's Heirloom.	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_SPINKICK_TITLE_1	Volunteer Duty	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_SPINKICK_SUBTITLE_1	Complete Echo's Challenge	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_SPINKICK_DISCOVERED_1	<b>Location:</b> Axis Mundi</LB> <color=blue>Prove your worth to Echo and gain her Power of Resonance.</color>	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_SPINKICK_RESOLVED_1	Spin Kicks reset Dash, and can collide with Resonant objects.	
LOC_ID_INSIGHT_TEXT_TUTORIAL_INVADE_TITLE_1	In the Steps of Others	
LOC_ID_INSIGHT_TEXT_TUTORIAL_INVADE_SUBTITLE_1	Breach Agartha's Outer Wall	
LOC_ID_INSIGHT_TEXT_TUTORIAL_INVADE_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>Find a path through the outer walls and invade Citadel Agartha.</color>	
LOC_ID_INSIGHT_TEXT_TUTORIAL_INVADE_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Citadel Agartha.	
LOC_ID_INSIGHT_TEXT_FINAL_DOOR_TITLE_1	The Return	
LOC_ID_INSIGHT_TEXT_FINAL_DOOR_SUBTITLE_1	Open the Golden Doors	
LOC_ID_INSIGHT_TEXT_FINAL_DOOR_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>Defeat the Estuaries to open the Golden Doors.</color>	
LOC_ID_INSIGHT_TEXT_FINAL_DOOR_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Golden Doors.	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_BONUS_TITLE_1	Missing Bodies	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_BONUS_SUBTITLE_1	Find the Gatehouse's Observation Room	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_BONUS_DISCOVERED_1	<b>Location:</b> Axis Mundi</LB> <color=blue>... The back door to the Kerguelen Gatehouse is revealed in the lights...</color>	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +15% Damage vs. The Axis Mundi Void Beast.	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_DEFEAT_TITLE_1	Monster by the Gates	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_DEFEAT_SUBTITLE_1	Defeat the Monster on the Bridge	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_DEFEAT_DISCOVERED_1	<b>Location:</b> Axis Mundi</LB> <color=blue>Defeat the Beast on the bridge to open the gates to the Forest.</color>	
LOC_ID_INSIGHT_TEXT_BRIDGE_BOSS_DEFEAT_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Kerguelen Plateau.	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_DOUBLEJUMP_TITLE_1	Far Shores	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_DOUBLEJUMP_SUBTITLE_1	Find the Heirloom by the Far Shores	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_DOUBLEJUMP_DISCOVERED_1	<b>Location:</b> Kerguelen Plateau</LB> <color=blue>... Below the waterline, I've tethered a Resonant Rope to the Heirloom...</color>.	
LOC_ID_INSIGHT_TEXT_FIND_HIDDEN_DOUBLEJUMP_RESOLVED_1	<color=yellow>Location Discovered:</color> Aether's Heirloom.	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DOUBLEJUMP_TITLE_1	What Once was Lost	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DOUBLEJUMP_SUBTITLE_1	Complete Aether's Challenge	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DOUBLEJUMP_DISCOVERED_1	<b>Location:</b> Kerguelen Plateau</LB> <color=blue>Prove your worth to Aether and gain his Power of Zephyr.</color>	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_DOUBLEJUMP_RESOLVED_1	Press [Jump] in the air to Double Jump.	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_BONUS_TITLE_1	Matters in Red	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_BONUS_SUBTITLE_1	Discover Naamah's Perch	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_BONUS_DISCOVERED_1	<b>Location:</b> Kerguelen Plateau</LB> <color=blue>... I stare down at the Gates, high in my little nook on the cliff's edge.</color>	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +15% Damage vs. Estuary Naamah.	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_ENTRANCE_TITLE_1	A Gift in White	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_ENTRANCE_SUBTITLE_1	Open the Doors to the Conservatory	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_ENTRANCE_DISCOVERED_1	<b>Location:</b> Kerguelen Plateau</LB> <color=blue>... I must offer 2 Lilies of the Valley...</color>	
LOC_ID_INSIGHT_TEXT_FOREST_BOSS_ENTRANCE_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Conservatory.	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_VOIDDASH_TITLE_1	Into the Void	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_VOIDDASH_SUBTITLE_1	Complete Pallas' Challenge	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_VOIDDASH_DISCOVERED_1	<b>Location:</b> Stygian Study</LB> <color=blue>Prove your worth to Pallas and gain her Power of the Void.</color>	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_VOIDDASH_RESOLVED_1	Hold [DashLeft] or [DashRight] to extend your Dash, and you can now pass through Void Projectiles.	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_BONUS_TITLE_1	Poisonous Thoughts	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_BONUS_SUBTITLE_1	Discover Enoch's Plan	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_BONUS_DISCOVERED_1	<b>Location:</b> Stygian Study</LB> <color=blue>... USE your will to pull the bridge at the East Tower back into existence.</color>	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +15% Damage vs. Estuary Enoch.	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_ENTRANCE_TITLE_1	The Precursor's Lock	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_ENTRANCE_SUBTITLE_1	Open the Doors to Enoch's Study	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_ENTRANCE_DISCOVERED_1	<b>Location:</b> Stygian Study</LB> <color=blue>... Unlock Enoch's Study by defeating the guardians...</color>	
LOC_ID_INSIGHT_TEXT_STUDY_BOSS_ENTRANCE_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Enoch's Study.	
LOC_ID_INSIGHT_TEXT_TOWER_BOSS_BONUS_TITLE_1	The Long Rest	
LOC_ID_INSIGHT_TEXT_TOWER_BOSS_BONUS_SUBTITLE_1	Discover Irad's Old Room	
LOC_ID_INSIGHT_TEXT_TOWER_BOSS_BONUS_DISCOVERED_1	<b>Location:</b> The Sun Tower</LB> <color=blue>... base of the Tower, there's a Trick Wall to the right of the void lift.</color>	
LOC_ID_INSIGHT_TEXT_TOWER_BOSS_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +15% Damage vs. Estuary Irad.	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_ENTRANCE_TITLE_1	Breaking the Chains	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_ENTRANCE_SUBTITLE_1	Remove the Dragon's Shackles	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_ENTRANCE_DISCOVERED_1	<b>Location:</b> Pishon Dry Lake</LB> <color=blue>... Destroy the shackles that bind Dragon Ladon...</color>	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_ENTRANCE_RESOLVED_1	<color=yellow>Entrance Unsealed:</color> Ladon's Stomach.	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_BONUS_TITLE_1	Anchors and Answers	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_BONUS_SUBTITLE_1	Discover Tubal's Hidden Room	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_BONUS_DISCOVERED_1	<b>Location: </b>Pishon Dry Lake</LB> <color=blue>... EXACTLY where the accessories are located in Empty Storeroom...</color>	
LOC_ID_INSIGHT_TEXT_CAVE_BOSS_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +15% Damage vs. Estuary Tubal.	
LOC_ID_INSIGHT_TEXT_LANTERN_HEIRLOOM_TITLE_1	The Sun Lantern	
LOC_ID_INSIGHT_TEXT_LANTERN_HEIRLOOM_SUBTITLE_1	Restore the Sun Lantern	
LOC_ID_INSIGHT_TEXT_LANTERN_HEIRLOOM_DISCOVERED_1	<b>Location:</b> Pishon Dry Lake</LB> <color=blue>... Return to the Pishon Dry Lake entrance after restoring the sun...</color>	
LOC_ID_INSIGHT_TEXT_LANTERN_HEIRLOOM_RESOLVED_1	<color=yellow>Restored the Sun Lantern.	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_EARTH_SHIFT_TITLE_1	New Old World	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_EARTH_SHIFT_SUBTITLE_1	Complete Gilgamesh's Challenge	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_EARTH_SHIFT_DISCOVERED_1	<b>Location:</b> Castle Hamson</LB> <color=blue>Prove your worth to Gilgamesh and gain his Power of Miracles.</color>	
LOC_ID_INSIGHT_TEXT_HEIRLOOM_EARTH_SHIFT_RESOLVED_1	Hold [Interact] on Binding Stones to move them.	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CASTLE_BONUS_TITLE_1	Last Memories - Lamech	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CASTLE_BONUS_SUBTITLE_1	Discover Lamech's Final Memory	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CASTLE_BONUS_DISCOVERED_1	<b>Location:</b> Citadel Agartha</LB> <color=blue>... No text here.</color>	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CASTLE_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +5% Damage vs. The Traitor.	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_BRIDGE_BONUS_TITLE_1	Last Memories - Mehujael	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_BRIDGE_BONUS_SUBTITLE_1	Discover Mehujael's Final Memory	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_BRIDGE_BONUS_DISCOVERED_1	<b>Location: </b>Axis Mundi</LB>
 <color=blue>... No text here.</color>	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_BRIDGE_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +5% Damage vs. The Immortal King.	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_FOREST_BONUS_TITLE_1	Last Memories - Naamah	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_FOREST_BONUS_SUBTITLE_1	Discover Naamah's Final Memory	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_FOREST_BONUS_DISCOVERED_1	<b>Location: </b>Kerguelen Plateau</LB> <color=blue>... No text here.</color>	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_FOREST_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +5% Damage vs. The Traitor.	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_STUDY_BONUS_TITLE_1	Last Memories - Enoch	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_STUDY_BONUS_SUBTITLE_1	Discover Enoch's Final Memory	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_STUDY_BONUS_DISCOVERED_1	<b>Location: </b>The Stygian Study</LB>
 <color=blue>... No text here.</color>	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_STUDY_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +5% Damage vs. The Traitor.	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_TOWER_BONUS_TITLE_1	Last Memories - Irad	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_TOWER_BONUS_SUBTITLE_1	Discover Irad's Final Memory	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_TOWER_BONUS_DISCOVERED_1	<b>Location: </b>The Sun Tower</LB>
 <color=blue>... No text here.</color>	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_TOWER_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +5% Damage vs. The Immortal King.	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CAVE_BONUS_TITLE_1	Last Memories - Tubal	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CAVE_BONUS_SUBTITLE_1	Discover Tubal's Final Memory	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CAVE_BONUS_DISCOVERED_1	<b>Location: </b>Citadel Agartha</LB>
 <color=blue>... No text here.</color>	
LOC_ID_INSIGHT_TEXT_PRIME_BOSS_CAVE_BONUS_RESOLVED_1	<color=yellow>Affinity Bonus:</color> +5% Damage vs. The Immortal King.	
LOC_ID_INSIGHT_TEXT_REBEL_ROOM_TITLE_1	Mysterious Key	
LOC_ID_INSIGHT_TEXT_REBEL_ROOM_SUBTITLE_1	Discover the purpose of the Mysterious Key	
LOC_ID_INSIGHT_TEXT_REBEL_ROOM_DISCOVERED_1	<b>Location:</b> Unknown</LB> <color=blue>A note says: Below the campfire in the guardhouse where we gathered...</color>	
LOC_ID_INSIGHT_TEXT_REBEL_ROOM_RESOLVED_1	Eupraxia's hidden chamber has been discovered.	
LOC_ID_INSIGHT_TEXT_CHALLENGE_COMPLETE_TITLE_1	Restoring Erebus	
LOC_ID_INSIGHT_TEXT_CHALLENGE_COMPLETE_SUBTITLE_1	Return to Erebus	
LOC_ID_INSIGHT_TEXT_CHALLENGE_COMPLETE_DISCOVERED_1	<b>Location: </b>The Drift House</LB> <color=blue>Return to the Erebus Scar</color>	
LOC_ID_INSIGHT_TEXT_CHALLENGE_COMPLETE_RESOLVED_1	Erebus has been restored.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_RUNE_UI_RUNE_FOUND_TITLE_1	Rune Found!	
LOC_ID_BLUEPRINT_UI_BLUEPRINT_FOUND_TITLE_1	Blueprint Found!	
LOC_ID_HEIRLOOM_UI_HEIRLOOM_FOUND_TITLE_1	Heirloom Found!	
LOC_ID_DEFAULT_ITEM_UI_DEFAULT_FOUND_TITLE_1	Generic Item Found!	
LOC_ID_CHEST_UI_DEFAULT_ITEM_NAME_1	This is a generic item title!	
LOC_ID_CHEST_UI_DEFAULT_DESCRIPTION_1	The is generic flavour text!	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_HEALING_ROOM_TITLE_RESTORE_HEALTH_1	Consume Nectar	
LOC_ID_HEALING_ROOM_SUBHEADER_RESTORE_HEALTH_1	<color=green>Restore <color=yellow>{0}</color> Health and <color=yellow>{1}</color> Mana.</color>	
LOC_ID_HEALING_ROOM_DESCRIPTION_RESTORE_HEALTH_1	Consume the nectar to reinvigorate both body and mind.	
LOC_ID_HEALING_ROOM_TITLE_MAX_HEALTH_1	Blessing of Life	
LOC_ID_HEALING_ROOM_SUBHEADER_MAX_HEALTH_1	<color=red>Take <color=yellow>{0}</color> damage.</color></LB> <color=green>Increase Max HP by <color=yellow>{1}</color>.</color>	
LOC_ID_HEALING_ROOM_DESCRIPTION_MAX_HEALTH_1	Offer a sacrifice of blood and earn a Blessing from the Root.	
LOC_ID_HEALING_ROOM_POP_UP_MAX_HEALTH_1	+{0} Max HP	
LOC_ID_HEALING_ROOM_TITLE_FILLER_1	Knight: Rank {0}</LB>  Barbarian: Rank {1}</LB>  Mage: Rank{2}</LB> Lancer: Rank{3}</LB>	
